code,symbol,issuer,fund_manager,fund_type,establishment_date,listed_date,stop_date,de_listed_date,benchmark
530003,建信成长A,建信基金管理有限责任公司,姚锦 ,Hybrid,2006-09-08,2006-09-08,0000-00-00,0000-00-00,5.0％×一年定期存款利率+20.0％×中债-总指数+75.0％×富时中国A600成长指数
530005,建信优化,建信基金管理有限责任公司,邱宇航 ,Hybrid,2007-03-01,2007-03-01,0000-00-00,0000-00-00,60.0％×富时中国A600指数+40.0％×中债-总指数
530006,建信精选,建信基金管理有限责任公司,王东杰 ,Hybrid,2008-11-25,2008-11-25,0000-00-00,0000-00-00,25.0％×中债-总指数+75.0％×沪深300指数
530008,建信稳定增利C,建信基金管理有限责任公司,朱建华 ,Bond,2008-06-25,2008-06-25,0000-00-00,0000-00-00,100.0％×中债-总指数
530009,建信收益A,建信基金管理有限责任公司,李菁 ,Bond,2009-06-02,2009-06-02,0000-00-00,0000-00-00,70.0％×中债-国债总指数+30.0％×中债-企业债总指数
530010,建信责任,建信基金管理有限责任公司,薛玲 ,Stock,2010-05-28,2010-05-28,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×上证社会责任指数
530011,建信内生,建信基金管理有限责任公司,吴尚伟 ,Hybrid,2010-11-16,2010-11-16,0000-00-00,0000-00-00,25.0％×中债-总指数+75.0％×沪深300指数
530012,建信积配,建信基金管理有限责任公司,姚锦 ,Hybrid,2014-01-23,2014-01-23,0000-00-00,0000-00-00,45.0％×中债-总指数+55.0％×沪深300指数
530014,建信双周理财A,建信基金管理有限责任公司,于倩倩 ,Bond,2012-08-28,2012-08-28,0000-00-00,0000-00-00,100.0％×七天通知存款利率
530015,建信深证60ETF联接A,建信基金管理有限责任公司,薛玲 ,Stock,2011-09-08,2011-09-08,0000-00-00,0000-00-00,5.0％×活期存款利率+95.0％×深证基本面60指数
530016,建信恒稳,建信基金管理有限责任公司,吴尚伟 ,Hybrid,2011-11-22,2011-11-22,0000-00-00,0000-00-00,100.0％×三年定期存款加权平均收益率
530017,建信双息A,建信基金管理有限责任公司,彭紫云 朱虹 ,Bond,2011-12-13,2011-12-13,0000-00-00,0000-00-00,90.0％×中债-总指数+10.0％×中证红利指数
530018,建信100,建信基金管理有限责任公司,梁洪昀 ,Stock,2012-03-16,2012-03-16,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×深证100指数(价格)
530019,建信社会,建信基金管理有限责任公司,许杰 ,Hybrid,2012-08-14,2012-08-14,0000-00-00,0000-00-00,25.0％×中债-总指数+75.0％×沪深300指数
530020,建信转债A,建信基金管理有限责任公司,朱建华 ,Bond,2012-05-29,2012-05-29,0000-00-00,0000-00-00,30.0％×中债-总指数+10.0％×沪深300指数+60.0％×中证可转换债券指数
530021,建信纯债A,建信基金管理有限责任公司,黎颖芳 彭紫云 ,Bond,2012-11-15,2012-11-15,0000-00-00,0000-00-00,100.0％×中债-综合指数-全价指数
530028,建信月盈理财A,建信基金管理有限责任公司,陈建良 刘思 ,Bond,2012-12-20,2012-12-20,0000-00-00,0000-00-00,100.0％×七天通知存款利率
530029,建信双月理财A,建信基金管理有限责任公司,刘思 ,Bond,2013-01-29,2013-01-29,0000-00-00,0000-00-00,100.0％×七天通知存款利率
530030,建信周盈理财A,建信基金管理有限责任公司,先轲宇 ,Bond,2013-09-17,2013-09-17,0000-00-00,0000-00-00,100.0％×七天通知存款利率
531008,建信稳定增利A,建信基金管理有限责任公司,朱建华 ,Bond,2014-09-29,2014-09-29,0000-00-00,0000-00-00,100.0％×中债-总指数
531009,建信收益C,建信基金管理有限责任公司,李菁 ,Bond,2009-06-02,2009-06-02,0000-00-00,0000-00-00,70.0％×中债-国债总指数+30.0％×中债-企业债总指数
531014,建信双周理财B,建信基金管理有限责任公司,于倩倩 ,Bond,2012-08-28,2012-08-28,0000-00-00,0000-00-00,100.0％×七天通知存款利率
531017,建信双息C,建信基金管理有限责任公司,彭紫云 朱虹 ,Bond,2014-09-01,2014-09-01,0000-00-00,0000-00-00,90.0％×中债-总指数+10.0％×中证红利指数
531020,建信转债C,建信基金管理有限责任公司,朱建华 ,Bond,2012-05-29,2012-05-29,0000-00-00,0000-00-00,30.0％×中债-总指数+10.0％×沪深300指数+60.0％×中证可转换债券指数
531021,建信纯债C,建信基金管理有限责任公司,黎颖芳 彭紫云 ,Bond,2012-11-15,2012-11-15,0000-00-00,0000-00-00,100.0％×中债-综合指数-全价指数
531028,建信月盈理财B,建信基金管理有限责任公司,陈建良 刘思 ,Bond,2012-12-20,2012-12-20,0000-00-00,0000-00-00,100.0％×七天通知存款利率
531029,建信双月理财B,建信基金管理有限责任公司,刘思 ,Bond,2013-01-29,2013-01-29,0000-00-00,0000-00-00,100.0％×七天通知存款利率
531030,建信周盈理财B,建信基金管理有限责任公司,先轲宇 ,Bond,2013-09-17,2013-09-17,0000-00-00,0000-00-00,100.0％×七天通知存款利率
539001,建信全球机遇,建信基金管理有限责任公司,李博涵 ,QDII,2010-09-14,2010-09-14,0000-00-00,0000-00-00,70.0％×标准普尔全球BMI市场指数+30.0％×标普中国(A股及B股除外)BMI指数
539002,建信新兴市场,建信基金管理有限责任公司,李博涵 ,QDII,2011-06-21,2011-06-21,0000-00-00,0000-00-00,100.0％×MSCI新兴市场指数(净收益)
539003,建信全球资源,建信基金管理有限责任公司,李博涵 ,QDII,2012-06-26,2012-06-26,0000-00-00,0000-00-00,50.0％×MSCI全球能源行业净总收益指数收益率+50.0％×MSCI全球原材料行业净总收益指数收益率
540001,汇丰2016,汇丰晋信基金管理有限公司,蔡若林 ,Hybrid,2006-05-23,2006-05-23,0000-00-00,0000-00-00,100.0％×活期存款利率(税后)
540002,汇丰龙腾,汇丰晋信基金管理有限公司,严瑾 ,Hybrid,2006-09-27,2006-09-27,0000-00-00,0000-00-00,25.0％×一年定期存款利率(税后)+75.0％×MSCI中国A股全收益指数
540003,汇丰策略A,汇丰晋信基金管理有限公司,郭敏 ,Hybrid,2007-04-09,2007-04-09,0000-00-00,0000-00-00,50.0％×MSCI中国A股指数+50.0％×中债-新综合指数(全价)
540004,汇丰2026,汇丰晋信基金管理有限公司,刘淑生 ,Hybrid,2008-07-23,2008-07-23,0000-00-00,0000-00-00,45.0％×MSCI中国A股指数+55.0％×中债-新综合指数(全价)
540005,汇丰增利A,汇丰晋信基金管理有限公司,李媛媛 ,Bond,2008-12-03,2008-12-03,0000-00-00,0000-00-00,100.0％×中债-新综合指数(全价)
540006,汇丰大盘A,汇丰晋信基金管理有限公司,郭敏 ,Stock,2009-06-24,2009-06-24,0000-00-00,0000-00-00,10.0％×同业存款利息率+90.0％×沪深300指数
540007,汇丰中小盘,汇丰晋信基金管理有限公司,侯玉琦 ,Stock,2009-12-11,2009-12-11,0000-00-00,0000-00-00,10.0％×同业存款利息率+90.0％×中证中小盘700指数
540008,汇丰低碳,汇丰晋信基金管理有限公司,方超 ,Stock,2010-06-08,2010-06-08,0000-00-00,0000-00-00,10.0％×同业存款利息率+90.0％×中证环保产业指数
540009,汇丰消费,汇丰晋信基金管理有限公司,是星涛 ,Stock,2010-12-08,2010-12-08,0000-00-00,0000-00-00,10.0％×同业存款利息率+90.0％×中证消费服务领先指数
540010,汇丰科技,汇丰晋信基金管理有限公司,陈平 ,Stock,2011-07-27,2011-07-27,0000-00-00,0000-00-00,10.0％×同业存款利息率+90.0％×中证TMT产业主题指数
540011,汇丰货币A,汇丰晋信基金管理有限公司,李媛媛 ,Money,2011-11-02,2011-11-02,0000-00-00,0000-00-00,100.0％×七天通知存款利率(税后)
540012,汇丰恒生A,汇丰晋信基金管理有限公司,方磊 ,Stock,2012-08-01,2012-08-01,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×恒生A股行业龙头指数
541005,汇丰增利C,汇丰晋信基金管理有限公司,李媛媛 ,Bond,2011-06-07,2011-06-07,0000-00-00,0000-00-00,100.0％×中债-新综合指数(全价)
541011,汇丰货币B,汇丰晋信基金管理有限公司,李媛媛 ,Money,2011-11-02,2011-11-02,0000-00-00,0000-00-00,100.0％×七天通知存款利率(税后)
550001,信诚四季,中信保诚基金管理有限公司,吴昊 夏明月 ,Hybrid,2006-04-29,2006-04-29,0000-00-00,0000-00-00,62.5％×富时中国A全指+5.0％×同业存款利息率+32.5％×中证国债指数
550002,中信保诚精萃,中信保诚基金管理有限公司,王睿 ,Hybrid,2006-11-27,2006-11-27,0000-00-00,0000-00-00,80.0％×标普中国A股300指数+5.0％×同业存款利息率+15.0％×中证国债指数
550003,中信保诚盛世,中信保诚基金管理有限公司,吴昊 ,Hybrid,2008-06-04,2008-06-04,0000-00-00,0000-00-00,80.0％×标普中国A股50指数+20.0％×中证综合债券指数
550004,信诚三得益A,中信保诚基金管理有限公司,宋海娟 ,Bond,2008-09-27,2008-09-27,0000-00-00,0000-00-00,20.0％×一年定期存款利率(税后)+80.0％×中证综合债券指数
550005,信诚三得益B,中信保诚基金管理有限公司,宋海娟 ,Bond,2008-09-27,2008-09-27,0000-00-00,0000-00-00,20.0％×一年定期存款利率(税后)+80.0％×中证综合债券指数
550006,信诚经典A,中信保诚基金管理有限公司,,Bond,2009-03-11,2009-03-11,2018-03-23,2018-03-23,10.0％×活期存款利率(税后)+90.0％×中证综合债券指数
550007,信诚经典B,中信保诚基金管理有限公司,,Bond,2009-03-11,2009-03-11,2018-03-23,2018-03-23,10.0％×活期存款利率(税后)+90.0％×中证综合债券指数
550008,信诚优胜,中信保诚基金管理有限公司,王睿 ,Hybrid,2009-08-26,2009-08-26,0000-00-00,0000-00-00,80.0％×标普中国A股综合指数+20.0％×中证综合债券指数
550009,信诚小盘,中信保诚基金管理有限公司,郑伟 ,Hybrid,2010-02-10,2010-02-10,0000-00-00,0000-00-00,20.0％×中证综合债券指数+40.0％×天相指数中盘指数+40.0％×天相指数小盘指数
550010,信诚货币A,中信保诚基金管理有限公司,席行懿 ,Money,2011-03-23,2011-03-23,0000-00-00,0000-00-00,100.0％×活期存款利率(税后)
550011,信诚货币B,中信保诚基金管理有限公司,席行懿 ,Money,2011-03-23,2011-03-23,0000-00-00,0000-00-00,100.0％×活期存款利率(税后)
550012,信诚7日盈A,中信保诚基金管理有限公司,席行懿 ,Bond,2012-11-27,2012-11-27,0000-00-00,0000-00-00,100.0％×活期存款利率(税后)
550013,信诚7日盈B,中信保诚基金管理有限公司,席行懿 ,Bond,2012-11-27,2012-11-27,0000-00-00,0000-00-00,100.0％×活期存款利率(税后)
550015,信诚至远A,中信保诚基金管理有限公司,王国强 ,Hybrid,2017-08-31,2017-08-31,0000-00-00,0000-00-00,50.0％×沪深300指数+50.0％×中证综合债券指数
550016,信诚至远C,中信保诚基金管理有限公司,王国强 ,Hybrid,2017-08-31,2017-08-31,0000-00-00,0000-00-00,50.0％×沪深300指数+50.0％×中证综合债券指数
550017,信诚添金,中信保诚基金管理有限公司,,Bond,2012-12-12,2012-12-12,2017-08-31,2017-08-31,100.0％×中证综合债券指数
550018,信诚优质A,中信保诚基金管理有限公司,王国强 ,Bond,2013-02-07,2013-02-07,0000-00-00,0000-00-00,100.0％×中证综合债券指数
550019,信诚优质B,中信保诚基金管理有限公司,王国强 ,Bond,2013-02-07,2013-02-07,0000-00-00,0000-00-00,100.0％×中证综合债券指数
560001,益民货币,益民基金管理有限公司,张文泉 赵若琼 ,Money,2006-07-17,2006-07-17,0000-00-00,0000-00-00,100.0％×六个月定期存款利率(税后)
560002,益民红利,益民基金管理有限公司,吕伟 ,Hybrid,2006-11-21,2006-11-21,0000-00-00,0000-00-00,65.0％×沪深300指数+35.0％×中证全债指数
560003,益民创新,益民基金管理有限公司,吕伟 ,Hybrid,2007-07-11,2007-07-11,0000-00-00,0000-00-00,75.0％×沪深300指数+25.0％×中证全债指数
560005,益民多利,益民基金管理有限公司,,Bond,2008-05-21,2008-05-21,2018-08-10,2018-08-10,5.0％×活期存款利率+20.0％×沪深300指数+75.0％×中证全债指数
560006,益民核心,益民基金管理有限公司,吕伟 ,Hybrid,2012-08-16,2012-08-16,0000-00-00,0000-00-00,60.0％×沪深300指数+40.0％×中证全债指数
570001,诺德价值,诺德基金管理有限公司,罗世锋 ,Hybrid,2007-04-19,2007-04-19,0000-00-00,0000-00-00,20.0％×上海证券交易所国债指数+80.0％×沪深300指数
570005,诺德成长,诺德基金管理有限公司,郝旭东 ,Hybrid,2009-09-22,2009-09-22,0000-00-00,0000-00-00,20.0％×上海证券交易所国债指数+80.0％×沪深300指数
570006,诺德中小盘,诺德基金管理有限公司,顾钰 王赟 ,Hybrid,2010-06-28,2010-06-28,0000-00-00,0000-00-00,20.0％×上海证券交易所国债指数+80.0％×中证中小盘700指数
570007,诺德30,诺德基金管理有限公司,杨霞辉 ,Hybrid,2011-05-05,2011-05-05,0000-00-00,0000-00-00,20.0％×同业存款利息率+80.0％×沪深300指数
570008,诺德周期,诺德基金管理有限公司,罗世锋 ,Hybrid,2012-03-21,2012-03-21,0000-00-00,0000-00-00,20.0％×同业存款利息率+80.0％×沪深300指数
571002,诺德主题,诺德基金管理有限公司,朱红 ,Hybrid,2008-11-05,2008-11-05,0000-00-00,0000-00-00,40.0％×上海证券交易所国债指数+60.0％×沪深300指数
573003,诺德债券,诺德基金管理有限公司,景辉 刘先政 应颖 ,Bond,2009-03-04,2009-03-04,0000-00-00,0000-00-00,10.0％×沪深300指数+90.0％×中债-总指数-全价指数
580001,东吴嘉禾,东吴基金管理有限公司,胡启聪 彭敢 ,Hybrid,2005-02-01,2005-02-01,0000-00-00,0000-00-00,39.0％×上海证券交易所180成份指数+26.0％×深证100指数(收益)+35.0％×中证全债指数
580002,东吴动力,东吴基金管理有限公司,戴斌 ,Hybrid,2006-12-15,2006-12-15,0000-00-00,0000-00-00,75.0％×富时中国A600指数+25.0％×中证全债指数
580003,东吴行业,东吴基金管理有限公司,王立立 ,Hybrid,2008-04-23,2008-04-23,0000-00-00,0000-00-00,75.0％×沪深300指数+25.0％×中证全债指数
580005,东吴进取,东吴基金管理有限公司,赵梅玲 ,Hybrid,2009-05-06,2009-05-06,0000-00-00,0000-00-00,65.0％×沪深300指数+35.0％×中证全债指数
580006,东吴新经济,东吴基金管理有限公司,张能进 ,Hybrid,2009-12-30,2009-12-30,0000-00-00,0000-00-00,75.0％×沪深300指数+25.0％×中证全债指数
580007,东吴安享,东吴基金管理有限公司,刘瑞 ,Hybrid,2017-02-22,2017-02-22,0000-00-00,0000-00-00,55.0％×沪深300指数+45.0％×中债-综合指数-全价指数
580008,东吴新产业,东吴基金管理有限公司,刘瑞 ,Hybrid,2011-09-28,2011-09-28,0000-00-00,0000-00-00,75.0％×中证新兴产业指数+25.0％×中债-综合指数-全价指数
580009,东吴多策略,东吴基金管理有限公司,刘瑞 ,Hybrid,2017-12-13,2017-12-13,0000-00-00,0000-00-00,50.0％×沪深300指数+50.0％×中债-综合指数-全价指数
582001,东吴优信A,东吴基金管理有限公司,刘元海 杨庆定 ,Bond,2008-11-05,2008-11-05,0000-00-00,0000-00-00,100.0％×中证全债指数
582002,东吴增利A,东吴基金管理有限公司,王文华 ,Bond,2011-07-27,2011-07-27,0000-00-00,0000-00-00,100.0％×中债-综合指数-全价指数
582003,东吴优化,东吴基金管理有限公司,戴斌 ,Hybrid,2017-12-25,2017-12-25,0000-00-00,0000-00-00,50.0％×沪深300指数+50.0％×中债-综合指数-全价指数
582201,东吴优信C,东吴基金管理有限公司,刘元海 杨庆定 ,Bond,2009-06-15,2009-06-15,0000-00-00,0000-00-00,100.0％×中证全债指数
582202,东吴增利C,东吴基金管理有限公司,王文华 ,Bond,2011-07-27,2011-07-27,0000-00-00,0000-00-00,100.0％×中债-综合指数-全价指数
583001,东吴货币A,东吴基金管理有限公司,邵笛 王文华 ,Money,2010-05-11,2010-05-11,0000-00-00,0000-00-00,100.0％×七天通知存款利率(税后)
583101,东吴货币B,东吴基金管理有限公司,邵笛 王文华 ,Money,2010-05-11,2010-05-11,0000-00-00,0000-00-00,100.0％×七天通知存款利率(税后)
585001,东吴中证新兴,东吴基金管理有限公司,周鑫怿 朱冰兵 ,Stock,2011-02-01,2011-02-01,0000-00-00,0000-00-00,5.0％×同业存款利息率+95.0％×中证新兴产业指数
590001,中邮优选,中邮创业基金管理股份有限公司,杨欢 ,Hybrid,2006-09-28,2006-09-28,0000-00-00,0000-00-00,20.0％×中债-总指数+80.0％×沪深300指数
590002,中邮成长,中邮创业基金管理股份有限公司,纪云飞 ,Hybrid,2007-08-17,2007-08-17,0000-00-00,0000-00-00,20.0％×中债-总指数+80.0％×沪深300指数
590003,中邮优势,中邮创业基金管理股份有限公司,张腾 ,Hybrid,2009-10-28,2009-10-28,0000-00-00,0000-00-00,40.0％×上海证券交易所国债指数+60.0％×沪深300指数
590005,中邮主题,中邮创业基金管理股份有限公司,陈梁 ,Hybrid,2010-05-19,2010-05-19,0000-00-00,0000-00-00,20.0％×上海证券交易所国债指数+80.0％×沪深300指数
590006,中邮中小盘,中邮创业基金管理股份有限公司,尚杰 杨欢 ,Hybrid,2011-05-10,2011-05-10,0000-00-00,0000-00-00,40.0％×中债-总指数+60.0％×中证中小盘700指数
590007,中邮380,中邮创业基金管理股份有限公司,王喆 俞科进 ,Stock,2011-11-22,2011-11-22,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×上证380指数
590008,中邮战略,中邮创业基金管理股份有限公司,杨欢 ,Hybrid,2012-06-12,2012-06-12,0000-00-00,0000-00-00,25.0％×上海证券交易所国债指数+75.0％×中证新兴产业指数
590009,中邮稳定A,中邮创业基金管理股份有限公司,吴昊 张萌 ,Bond,2012-11-21,2012-11-21,0000-00-00,0000-00-00,100.0％×中债-综合指数-财富指数
590010,中邮稳定C,中邮创业基金管理股份有限公司,吴昊 张萌 ,Bond,2012-11-21,2012-11-21,0000-00-00,0000-00-00,100.0％×中债-综合指数-财富指数
610001,信达领先,信达澳银基金管理有限公司,李朝伟 王咏辉 ,Hybrid,2007-03-08,2007-03-08,0000-00-00,0000-00-00,20.0％×中债-总指数+80.0％×沪深300指数
610002,信达精华,信达澳银基金管理有限公司,冯明远 ,Hybrid,2008-07-30,2008-07-30,0000-00-00,0000-00-00,40.0％×中债-总指数+60.0％×沪深300指数
610003,信达稳定A,信达澳银基金管理有限公司,孔学峰 ,Bond,2009-04-08,2009-04-08,0000-00-00,0000-00-00,100.0％×中债-总指数
610004,信达小盘,信达澳银基金管理有限公司,曾国富 ,Hybrid,2009-12-01,2009-12-01,0000-00-00,0000-00-00,20.0％×中债-总指数+80.0％×中证中小盘700指数
610005,信达红利,信达澳银基金管理有限公司,王辉良 邹运 ,Hybrid,2010-07-28,2010-07-28,0000-00-00,0000-00-00,20.0％×中债-总指数+80.0％×中证红利指数
610006,信达产业,信达澳银基金管理有限公司,曾国富 ,Hybrid,2011-06-13,2011-06-13,0000-00-00,0000-00-00,20.0％×中债-总指数+80.0％×沪深300指数
610007,信达消费,信达澳银基金管理有限公司,曾国富 ,Hybrid,2012-09-04,2012-09-04,0000-00-00,0000-00-00,20.0％×中债-总指数+80.0％×沪深300指数
610008,信达信用债A,信达澳银基金管理有限公司,尹华龙 ,Bond,2013-05-14,2013-05-14,0000-00-00,0000-00-00,100.0％×中债-总指数
610103,信达稳定B,信达澳银基金管理有限公司,孔学峰 ,Bond,2009-04-08,2009-04-08,0000-00-00,0000-00-00,100.0％×中债-总指数
610108,信达信用债C,信达澳银基金管理有限公司,尹华龙 ,Bond,2013-05-14,2013-05-14,0000-00-00,0000-00-00,100.0％×中债-总指数
620001,金元宝石动力,金元顺安基金管理有限公司,闵杭 ,Hybrid,2010-08-17,2010-08-17,0000-00-00,0000-00-00,50.0％×标普中国A股300指数+50.0％×中证综合债券指数
620002,金元成长动力,金元顺安基金管理有限公司,贾丽杰 ,Hybrid,2008-09-03,2008-09-03,0000-00-00,0000-00-00,55.0％×标普中国A股300指数+45.0％×中证综合债券指数
620003,金元丰利债券,金元顺安基金管理有限公司,孙权 周博洋 ,Bond,2009-03-23,2009-03-23,0000-00-00,0000-00-00,100.0％×中债-综合指数
620004,金元价值增长,金元顺安基金管理有限公司,贾丽杰 ,Hybrid,2009-09-11,2009-09-11,0000-00-00,0000-00-00,80.0％×沪深300指数+20.0％×中证国债指数
620005,金元核心动力,金元顺安基金管理有限公司,,Hybrid,2010-02-11,2010-02-11,2018-08-22,2018-08-22,20.0％×中债-总指数+80.0％×中证100指数
620006,金元消费主题,金元顺安基金管理有限公司,闵杭 ,Hybrid,2010-09-15,2010-09-15,0000-00-00,0000-00-00,20.0％×中债-总指数+80.0％×沪深300指数
620007,金元优质精选A,金元顺安基金管理有限公司,张博 周博洋 ,Hybrid,2017-10-10,2017-10-10,0000-00-00,0000-00-00,45.0％×中债-总指数+55.0％×沪深300指数
620008,金元经济主题,金元顺安基金管理有限公司,,Hybrid,2012-07-31,2012-07-31,2019-01-08,2019-01-08,20.0％×中债-总指数+80.0％×沪深300指数
620009,金元丰祥,金元顺安基金管理有限公司,孙权 周博洋 ,Bond,2015-01-14,2015-01-14,0000-00-00,0000-00-00,100.0％×中债-综合指数
620010,金元金元宝A,金元顺安基金管理有限公司,苏利华 ,Money,2014-08-01,2014-08-01,0000-00-00,0000-00-00,100.0％×七天通知存款利率(税后)
620011,金元金元宝B,金元顺安基金管理有限公司,苏利华 ,Money,2014-08-01,2014-08-01,0000-00-00,0000-00-00,100.0％×七天通知存款利率(税后)
630001,华商领先,华商基金管理有限公司,李双全 彭欣杨 ,Hybrid,2007-05-15,2007-05-15,0000-00-00,0000-00-00,30.0％×上海证券交易所国债指数+70.0％×沪深300指数
630002,华商盛世,华商基金管理有限公司,周海栋 ,Hybrid,2008-09-23,2008-09-23,0000-00-00,0000-00-00,25.0％×上海证券交易所国债指数+75.0％×沪深300指数
630003,华商债券A,华商基金管理有限公司,张永志 ,Bond,2009-01-23,2009-01-23,0000-00-00,0000-00-00,100.0％×中证综合债券指数
630005,华商动态,华商基金管理有限公司,艾定飞 邓默 ,Hybrid,2009-11-24,2009-11-24,0000-00-00,0000-00-00,45.0％×上海证券交易所国债指数+55.0％×沪深300指数
630006,华商产业,华商基金管理有限公司,彭欣杨 ,Hybrid,2010-06-18,2010-06-18,0000-00-00,0000-00-00,25.0％×上海证券交易所国债指数+75.0％×沪深300指数
630007,华商稳健A,华商基金管理有限公司,张永志 ,Bond,2010-08-09,2010-08-09,0000-00-00,0000-00-00,100.0％×中证综合债券指数
630008,华商策略,华商基金管理有限公司,周海栋 ,Hybrid,2010-11-09,2010-11-09,0000-00-00,0000-00-00,45.0％×上海证券交易所国债指数+55.0％×沪深300指数
630009,华商稳定A,华商基金管理有限公司,张永志 ,Bond,2011-03-15,2011-03-15,0000-00-00,0000-00-00,100.0％×三年定期存款利率(税后)加2%
630010,华商价值,华商基金管理有限公司,陈恒 彭欣杨 ,Hybrid,2011-05-31,2011-05-31,0000-00-00,0000-00-00,25.0％×上海证券交易所国债指数+75.0％×沪深300指数
630011,华商主题,华商基金管理有限公司,童立 周海栋 ,Hybrid,2012-05-31,2012-05-31,0000-00-00,0000-00-00,25.0％×上海证券交易所国债指数+75.0％×沪深300指数
630012,华商货币A,华商基金管理有限公司,李丹 ,Money,2012-12-11,2012-12-11,0000-00-00,0000-00-00,100.0％×七天通知存款利率(税后)
630015,华商大盘,华商基金管理有限公司,王东旋 ,Hybrid,2013-04-09,2013-04-09,0000-00-00,0000-00-00,45.0％×上海证券交易所国债指数+55.0％×沪深300指数
630016,华商灵活,华商基金管理有限公司,何奇峰 ,Hybrid,2013-03-18,2013-03-18,0000-00-00,0000-00-00,45.0％×上海证券交易所国债指数+55.0％×沪深300指数
630103,华商债券B,华商基金管理有限公司,张永志 ,Bond,2009-01-23,2009-01-23,0000-00-00,0000-00-00,100.0％×中证综合债券指数
630107,华商稳健B,华商基金管理有限公司,张永志 ,Bond,2010-08-09,2010-08-09,0000-00-00,0000-00-00,100.0％×中证综合债券指数
630109,华商稳定C,华商基金管理有限公司,张永志 ,Bond,2011-03-15,2011-03-15,0000-00-00,0000-00-00,100.0％×三年定期存款利率(税后)加2%
630112,华商货币B,华商基金管理有限公司,李丹 ,Money,2012-12-11,2012-12-11,0000-00-00,0000-00-00,100.0％×七天通知存款利率(税后)
650001,英大纯债A,英大基金管理有限公司,易祺坤 ,Bond,2013-04-24,2013-04-24,0000-00-00,0000-00-00,100.0％×中债-综合指数
650002,英大纯债C,英大基金管理有限公司,易祺坤 ,Bond,2013-04-24,2013-04-24,0000-00-00,0000-00-00,100.0％×中债-综合指数
660001,农银成长A,农银汇理基金管理有限公司,郭世凯 ,Hybrid,2008-08-04,2008-08-04,0000-00-00,0000-00-00,75.0％×沪深300指数+25.0％×中证全债指数
660002,农银增利A,农银汇理基金管理有限公司,史向明 ,Bond,2008-12-23,2008-12-23,0000-00-00,0000-00-00,50.0％×中债-国债总指数+30.0％×中债-金融债券总指数+20.0％×中债-企业债总指数
660003,农银平衡,农银汇理基金管理有限公司,陈富权 ,Hybrid,2009-04-08,2009-04-08,0000-00-00,0000-00-00,55.0％×沪深300指数+45.0％×中证全债指数
660004,农银策略,农银汇理基金管理有限公司,陈富权 ,Hybrid,2009-09-29,2009-09-29,0000-00-00,0000-00-00,75.0％×沪深300指数+25.0％×中证全债指数
660005,农银中小盘,农银汇理基金管理有限公司,付娟 徐文卉 ,Hybrid,2010-03-25,2010-03-25,0000-00-00,0000-00-00,75.0％×中证中小盘700指数+25.0％×中证全债指数
660006,农银大盘,农银汇理基金管理有限公司,宋永安 ,Hybrid,2010-09-01,2010-09-01,0000-00-00,0000-00-00,75.0％×沪深300指数+25.0％×中证全债指数
660007,农银货币A,农银汇理基金管理有限公司,黄晓鹏 ,Money,2010-11-23,2010-11-23,0000-00-00,0000-00-00,100.0％×七天通知存款利率(税后)
660008,农银300A,农银汇理基金管理有限公司,宋永安 ,Stock,2011-04-12,2011-04-12,0000-00-00,0000-00-00,5.0％×活期存款利率+95.0％×沪深300指数
660009,农银收益A,农银汇理基金管理有限公司,史向明 周宇 ,Bond,2011-07-01,2011-07-01,0000-00-00,0000-00-00,10.0％×沪深300指数+90.0％×中债-综合指数
660010,农银精选,农银汇理基金管理有限公司,张峰 ,Hybrid,2011-09-06,2011-09-06,0000-00-00,0000-00-00,75.0％×沪深300指数+25.0％×中证全债指数
660011,农银500,农银汇理基金管理有限公司,宋永安 ,Stock,2011-11-29,2011-11-29,0000-00-00,0000-00-00,5.0％×活期存款利率+95.0％×中证小盘500指数
660012,农银消费A,农银汇理基金管理有限公司,付娟 徐文卉 ,Hybrid,2012-04-24,2012-04-24,0000-00-00,0000-00-00,75.0％×沪深300指数+25.0％×中证全债指数
660013,农银添利,农银汇理基金管理有限公司,姚臻 ,Bond,2012-06-19,2012-06-19,0000-00-00,0000-00-00,5.0％×活期存款利率+95.0％×中债-综合指数
660014,农银100,农银汇理基金管理有限公司,,Stock,2012-09-04,2012-09-04,2017-08-25,2017-08-25,5.0％×活期存款利率(税后)+95.0％×深证100指数(价格)
660015,农银行业,农银汇理基金管理有限公司,郭世凯 ,Hybrid,2012-11-14,2012-11-14,0000-00-00,0000-00-00,75.0％×沪深300指数+25.0％×中证全债指数
660016,农银7天债A,农银汇理基金管理有限公司,史向明 ,Bond,2013-02-05,2013-02-05,0000-00-00,0000-00-00,100.0％×七天通知存款利率(税后)
660102,农银增利C,农银汇理基金管理有限公司,史向明 ,Bond,2010-10-25,2010-10-25,0000-00-00,0000-00-00,50.0％×中债-国债总指数+30.0％×中债-金融债券总指数+20.0％×中债-企业债总指数
660107,农银货币B,农银汇理基金管理有限公司,黄晓鹏 ,Money,2010-11-23,2010-11-23,0000-00-00,0000-00-00,100.0％×七天通知存款利率(税后)
